# Device: {'path': '/dev/ttyACM0', 'speed': 9600, 'driver': 'u-blox'}
      Date      HMS Lat          Lon            Elev    Speed Nsat Mode  Herr Verr Temp
2023-07-18 03:50:26 28.20977300 -82.36390700    22.90   0.00    4   3   24.8  45.3 69.294  
2023-07-18 03:50:27.100000 28.20977300 -82.36390817    23.10   0.00    4   3   24.8  45.3 69.832  
2023-07-18 03:50:28.100000 28.20977267 -82.36390933    23.20   0.00    4   3   24.8  45.3 69.294  
2023-07-18 03:50:29.100000 28.20977283 -82.36390983    23.20   0.00    4   3   24.8  45.3 68.756  
2023-07-18 03:50:30 28.20977300 -82.36390983    23.20   0.00    4   3   24.8  45.3 68.756  
2023-07-18 03:50:31 28.20977317 -82.36391017    23.30   0.00    4   3   24.8  45.3 69.294  
2023-07-18 03:50:32 28.20977350 -82.36391017    23.30   0.00    4   3   24.8  45.3 69.832  
2023-07-18 03:50:33.100000 28.20977333 -82.36391083    23.30   0.00    4   3   24.8  45.3 69.294  
2023-07-18 03:50:34.100000 28.20977350 -82.36391117    23.30   0.00    4   3   24.8  45.3 69.294  
2023-07-18 03:50:35 28.20977333 -82.36391167    23.30   0.00    4   3   24.9  45.3 68.756  
2023-07-18 03:50:36 28.20977333 -82.36391200    23.30   0.00    4   3   24.9  45.3 69.294  
2023-07-18 03:50:37 28.20977333 -82.36391233    23.30   0.00    4   3   24.9  45.3 69.294  
2023-07-18 03:50:38.100000 28.20977333 -82.36391233    23.40   0.00    4   3   24.9  45.3 69.294  
2023-07-18 03:50:39.100000 28.20977367 -82.36391250    23.40   0.00    4   3   24.9  45.3 69.294  
2023-07-18 03:50:40 28.20977383 -82.36391233    23.40   0.00    4   3   24.9  45.3 69.832  
2023-07-18 03:50:41 28.20977400 -82.36391267    23.50   0.00    4   3   24.9  45.3 69.294  
2023-07-18 03:50:42 28.20977400 -82.36391317    23.70   0.00    4   3   24.9  45.3 69.294  
2023-07-18 03:50:43.100000 28.20977450 -82.36391317    23.80   0.00    4   3   24.9  45.3 69.832  
2023-07-18 03:50:44.100000 28.20977483 -82.36391367    23.90   0.00    4   3   24.9  45.3 69.294  
2023-07-18 03:50:45 28.20977533 -82.36391417    24.00   0.00    4   3   24.9  45.3 69.294  
2023-07-18 03:50:46 28.20977567 -82.36391450    24.10   0.00    4   3   24.9  45.3 69.294  
2023-07-18 03:50:47 28.20977650 -82.36391467    24.20   0.00    4   3   24.9  45.3 69.294  
2023-07-18 03:50:48.100000 28.20977667 -82.36391517    24.40   0.00    4   3   24.9  45.3 68.756  
2023-07-18 03:50:49.100000 28.20977683 -82.36391550    24.50   0.00    4   3   24.9  45.3 69.832  
2023-07-18 03:50:50 28.20977683 -82.36391617    24.60   0.00    4   3   24.9  45.3 69.832  
2023-07-18 03:50:51 28.20977717 -82.36391667    24.70   0.00    4   3   24.9  45.3 69.832  
2023-07-18 03:50:52 28.20977867 -82.36391750    25.00   0.00    4   3   24.9  45.3 69.832  
2023-07-18 03:50:53.100000 28.20977833 -82.36391767    25.00   0.00    4   3   24.9  45.3 69.832  
2023-07-18 03:50:54.100000 28.20977817 -82.36391800    25.00   0.00    4   3   24.9  45.3 69.832  
2023-07-18 03:50:55 28.20977850 -82.36391767    24.90   0.00    4   3   24.9  45.3 69.832  
2023-07-18 03:50:56 28.20977850 -82.36391733    24.80   0.00    4   3   24.9  45.3 69.294  
2023-07-18 03:50:57 28.20977817 -82.36391750    24.80   0.00    4   3   24.9  45.3 69.832  
2023-07-18 03:50:58.100000 28.20977800 -82.36391800    24.80   0.00    4   3   24.9  45.3 69.294  
2023-07-18 03:50:59.100000 28.20977833 -82.36391817    24.80   0.00    4   3   24.9  45.3 69.294  
2023-07-18 03:51:00 28.20977817 -82.36391900    25.00   0.00    4   3   24.9  45.3 69.294  
2023-07-18 03:51:01 28.20977733 -82.36392033    25.10   0.00    4   3   24.9  45.3 69.294  
2023-07-18 03:51:02 28.20977683 -82.36392167    25.30   0.00    4   3   24.9  45.3 69.832  
2023-07-18 03:51:03.100000 28.20977633 -82.36392300    25.60   0.00    4   3   24.9  45.3 69.832  
2023-07-18 03:51:04.100000 28.20977567 -82.36392417    25.80   0.00    4   3   24.9  45.3 68.756  
2023-07-18 03:51:05 28.20977467 -82.36392533    26.10   0.00    4   3   24.9  45.3 69.832  
2023-07-18 03:51:06 28.20977367 -82.36392600    26.20   0.00    4   3   24.9  45.3 68.756  
2023-07-18 03:51:07 28.20977333 -82.36392633    26.20   0.00    4   3   24.9  45.3 69.294  
2023-07-18 03:51:08.100000 28.20977300 -82.36392733    26.30   0.00    4   3   24.9  45.3 69.832  
2023-07-18 03:51:09.100000 28.20977250 -82.36392817    26.40   0.00    4   3   24.9  45.3 69.294  
2023-07-18 03:51:10.100000 28.20977233 -82.36392933    26.50   0.00    4   3   24.9  45.3 69.294  
2023-07-18 03:51:11 28.20977183 -82.36393033    26.70   0.00    4   3   24.9  45.3 68.756  
2023-07-18 03:51:12 28.20977167 -82.36393217    27.00   0.00    4   3   24.9  45.3 68.756  
2023-07-18 03:51:13 28.20977167 -82.36393433    27.30   0.00    4   3   24.9  45.3 69.294  
